user_played, instrument_name, velocity, pitch, start (s), end (s)
FALSE,bass-electric,93,35,46.5,46.90625
FALSE,piano,89,35,46.5,46.60833333
FALSE,piano,127,44,46.5,46.61875
FALSE,piano,127,40,46.5,46.64583333
FALSE,piano,113,39,46.5,46.65
FALSE,piano,107,54,46.5,46.65625
FALSE,bass-electric,56,55,46.83333333,46.9375
FALSE,bass-electric,45,50,46.83333333,46.94791667
FALSE,bass-electric,62,59,46.83333333,46.96875
TRUE,violin,102,67,47,47.33333333
TRUE,violin,113,62,47,47.33333333
TRUE,violin,119,59,47,47.33333333
FALSE,bass-electric,102,38,47,47.41666667
FALSE,piano,89,35,47,47.12916667
FALSE,bass-electric,57,55,47.33333333,47.42708333
FALSE,bass-electric,62,59,47.33333333,47.44791667
FALSE,bass-electric,50,50,47.33333333,47.45208333
FALSE,bass-electric,93,40,47.5,48
FALSE,piano,93,35,47.5,47.61458333
FALSE,piano,113,39,47.5,47.64583333
FALSE,piano,127,40,47.5,47.65
FALSE,piano,127,44,47.5,47.65
FALSE,piano,113,54,47.5,47.67708333
FALSE,bass-electric,62,55,47.83333333,47.93125
FALSE,bass-electric,72,59,47.83333333,47.93125
FALSE,bass-electric,60,50,47.83333333,47.9375
FALSE,bass-electric,89,43,48,48.40625
FALSE,piano,89,35,48,48.10416667
FALSE,bass-electric,57,59,48.33333333,48.42083333
FALSE,bass-electric,55,50,48.33333333,48.4375
FALSE,bass-electric,55,55,48.33333333,48.4375
TRUE,violin,119,62,48.5,48.66666667
TRUE,violin,119,59,48.5,48.66666667
TRUE,violin,98,67,48.5,48.66666667
FALSE,bass-electric,85,40,48.5,49.08333333
FALSE,piano,89,35,48.5,48.625
FALSE,piano,127,40,48.5,48.64583333
FALSE,piano,127,44,48.5,48.64583333
FALSE,piano,107,39,48.5,48.67083333
FALSE,piano,113,54,48.5,48.67083333
TRUE,violin,89,67,48.66666667,48.83333333
TRUE,violin,107,62,48.66666667,48.83333333
TRUE,violin,102,59,48.66666667,48.83333333
TRUE,violin,107,62,48.83333333,49
TRUE,violin,85,67,48.83333333,49
TRUE,violin,80,59,48.83333333,49
FALSE,bass-electric,57,50,48.83333333,48.93125
FALSE,bass-electric,62,59,48.83333333,48.93125
FALSE,bass-electric,60,55,48.83333333,48.9375
TRUE,violin,98,67,49,49.16666667
TRUE,violin,107,62,49,49.16666667
TRUE,violin,93,59,49,49.16666667
FALSE,bass-electric,76,59,49,49.0875
FALSE,bass-electric,72,50,49,49.0875
FALSE,bass-electric,76,55,49,49.09375
FALSE,bass-electric,93,38,49,49.4375
FALSE,piano,89,35,49,49.13958333
FALSE,bass-electric,102,35,49.5,49.93125
FALSE,piano,127,44,49.5,49.625
FALSE,piano,89,35,49.5,49.62916667
FALSE,piano,113,39,49.5,49.64583333
FALSE,piano,107,54,49.5,49.65625
FALSE,piano,119,40,49.5,49.65625
FALSE,trumpet,108,61,49.83333333,50
FALSE,saxophone,113,58,49.83333333,50
FALSE,trombone,122,54,49.83333333,50
FALSE,bass-electric,127,76,49.88541667,50
FALSE,bass-electric,127,77,49.88958333,50.21875
FALSE,trumpet,104,62,50,50.33333333
FALSE,saxophone,113,59,50,50.33333333
FALSE,trombone,117,55,50,50.33333333
FALSE,piano,107,35,50,50.17708333
FALSE,bass-electric,127,77,50.34791667,50.59791667
FALSE,piano,80,35,50.5,50.61875
FALSE,piano,119,37,50.5,50.625
FALSE,piano,113,39,50.5,50.63541667
FALSE,bass-electric,127,76,50.53125,50.69166667
FALSE,piano,113,37,50.83333333,51
FALSE,piano,107,39,50.83333333,51.00416667
FALSE,piano,107,35,50.83333333,51.11875
FALSE,bass-electric,127,76,50.8375,51.025
FALSE,bass-electric,127,74,51.025,51.3375
FALSE,bass-electric,127,76,51.35833333,51.69166667
FALSE,piano,127,37,51.5,51.61875
FALSE,piano,102,35,51.5,51.63541667
FALSE,piano,127,39,51.5,51.63958333
FALSE,bass-electric,127,77,51.86458333,52.15
FALSE,piano,107,35,52,52.17708333
FALSE,bass-electric,127,77,52.34791667,52.60833333
FALSE,piano,119,37,52.5,52.61875
FALSE,piano,80,35,52.5,52.61875
FALSE,piano,119,39,52.5,52.62916667
FALSE,bass-electric,127,76,52.54166667,52.72291667
FALSE,piano,113,37,52.83333333,52.97291667
FALSE,piano,107,39,52.83333333,53
FALSE,piano,107,35,52.83333333,53.11875
FALSE,bass-electric,127,76,52.84375,53.02083333
FALSE,bass-electric,127,74,53.03125,53.39583333
FALSE,piano,127,37,53.5,53.62916667
FALSE,piano,102,35,53.5,53.63541667
FALSE,piano,119,39,53.5,53.64583333
FALSE,trumpet,104,61,53.83333333,54
FALSE,saxophone,113,58,53.83333333,54
FALSE,trombone,122,54,53.83333333,54
FALSE,bass-electric,127,76,53.8375,53.93125
FALSE,bass-electric,127,77,53.84375,54
FALSE,trumpet,108,62,54,54.33333333
FALSE,saxophone,117,59,54,54.33333333
FALSE,trombone,122,55,54,54.33333333
FALSE,piano,107,35,54,54.13958333
FALSE,bass-electric,127,77,54.28541667,54.57291667
FALSE,bass-electric,127,76,54.5,54.68125
FALSE,piano,119,39,54.5,54.60416667
FALSE,piano,119,37,54.5,54.60833333
FALSE,piano,98,35,54.5,54.62916667
FALSE,bass-electric,127,76,54.82708333,55.03125
FALSE,piano,113,37,54.83333333,54.98333333
FALSE,piano,107,35,54.83333333,54.99375
FALSE,piano,93,39,54.83333333,55.01041667
FALSE,bass-electric,127,74,55.03125,55.38958333
FALSE,piano,107,35,55.5,55.63541667
FALSE,piano,127,37,55.5,55.63958333
FALSE,piano,113,39,55.5,55.65625
FALSE,bass-electric,127,70,55.54166667,55.75416667
FALSE,bass-electric,127,70,55.86875,56.0875
FALSE,piano,107,35,56,56.14583333
FALSE,bass-electric,127,69,56.05208333,56.4625
FALSE,piano,113,39,56.5,56.625
FALSE,piano,119,37,56.5,56.62916667
FALSE,piano,85,35,56.5,56.62916667
FALSE,bass-electric,127,67,56.50416667,56.75416667
FALSE,piano,113,37,56.83333333,56.97291667
FALSE,piano,107,39,56.83333333,56.98958333
FALSE,piano,107,35,56.83333333,57.01041667
FALSE,bass-electric,127,67,56.84791667,57.3125
FALSE,piano,127,37,57.5,57.65
FALSE,piano,107,35,57.5,57.65
FALSE,piano,127,39,57.5,57.65
FALSE,bass-electric,127,76,57.80208333,57.94166667
FALSE,trumpet,108,61,57.83333333,58
FALSE,saxophone,117,58,57.83333333,58
FALSE,trombone,127,54,57.83333333,58
FALSE,bass-electric,127,77,57.99375,58.4
FALSE,trumpet,113,62,58,58.33333333
FALSE,saxophone,117,59,58,58.33333333
FALSE,trombone,108,55,58,58.33333333
FALSE,piano,113,35,58,58.13541667
FALSE,bass-electric,127,76,58.48333333,58.91666667
FALSE,piano,113,39,58.5,58.60833333
FALSE,piano,119,37,58.5,58.625
FALSE,piano,98,35,58.5,58.625
FALSE,piano,119,37,58.83333333,58.9625
FALSE,piano,107,39,58.83333333,58.99375
FALSE,piano,107,35,58.83333333,58.99375
FALSE,bass-electric,127,74,58.98333333,59.48958333
FALSE,piano,107,35,59.5,59.63958333
FALSE,piano,127,37,59.5,59.65625
FALSE,piano,119,39,59.5,59.67083333
FALSE,bass-electric,127,74,59.80625,59.94791667
FALSE,bass-electric,127,77,59.98958333,60.40625
FALSE,piano,107,35,60,60.13958333
FALSE,bass-electric,127,76,60.46875,60.88958333
FALSE,piano,107,39,60.5,60.5875
FALSE,piano,98,35,60.5,60.61458333
FALSE,piano,127,37,60.5,60.61458333
FALSE,piano,113,37,60.83333333,60.97916667
FALSE,piano,107,35,60.83333333,60.98958333
FALSE,piano,102,39,60.83333333,60.98958333
FALSE,bass-electric,127,74,60.9625,61.50416667
FALSE,piano,127,37,61.5,61.64583333
FALSE,piano,107,35,61.5,61.65625
FALSE,piano,119,39,61.5,61.66041667
FALSE,bass-electric,127,77,61.80208333,61.97291667
FALSE,trumpet,122,61,61.83333333,62
FALSE,saxophone,122,58,61.83333333,62
FALSE,trombone,127,54,61.83333333,62
FALSE,trumpet,108,62,62,62.33333333
FALSE,saxophone,113,59,62,62.33333333
FALSE,trombone,127,55,62,62.33333333
FALSE,piano,107,35,62,62.13541667
FALSE,bass-electric,127,77,62.27083333,62.43125
FALSE,bass-electric,127,76,62.5,62.65625
FALSE,piano,113,39,62.5,62.60416667
FALSE,piano,119,37,62.5,62.60833333
FALSE,piano,98,35,62.5,62.61458333
FALSE,bass-electric,127,76,62.81666667,62.99375
FALSE,piano,119,37,62.83333333,62.9625
FALSE,piano,98,39,62.83333333,62.98958333
FALSE,piano,107,35,62.83333333,62.99375
FALSE,bass-electric,127,74,63.01458333,63.1875
FALSE,bass-electric,127,74,63.30625,63.41041667
FALSE,bass-electric,127,70,63.49375,63.69166667
FALSE,piano,127,37,63.5,63.64583333
FALSE,piano,113,39,63.5,63.65
FALSE,piano,107,35,63.5,63.65
FALSE,bass-electric,127,70,63.80625,63.95208333
FALSE,bass-electric,127,69,63.98958333,64.44791667
FALSE,piano,107,35,64,64.13541667
FALSE,bass-electric,127,67,64.47916667,64.85833333
FALSE,piano,99,40,64.5,64.57708333
FALSE,piano,113,39,64.5,64.59791667
FALSE,piano,98,35,64.5,64.60416667
FALSE,piano,102,40,64.66666667,64.775
FALSE,piano,105,40,64.83333333,64.90625
FALSE,piano,107,39,64.83333333,64.98333333
FALSE,bass-electric,127,67,64.97291667,65.42083333
FALSE,piano,108,40,65,65.09375
FALSE,piano,107,35,65,65.16041667
FALSE,piano,111,40,65.16666667,65.2125
FALSE,piano,114,40,65.33333333,65.4
FALSE,bass-electric,127,69,65.47916667,65.775
FALSE,piano,117,40,65.5,65.60833333
FALSE,piano,113,35,65.5,65.63958333
FALSE,piano,113,39,65.5,65.65625
FALSE,piano,120,40,65.66666667,65.74375
FALSE,bass-electric,127,70,65.8125,66.0625
FALSE,piano,124,40,65.83333333,65.91666667
FALSE,bass-electric,102,36,66,66.42708333
FALSE,piano,98,35,66,66.14583333
FALSE,bass-electric,127,69,66.01458333,66.375
FALSE,bass-electric,85,52,66.33333333,66.47291667
FALSE,bass-electric,89,60,66.33333333,66.47291667
FALSE,bass-electric,85,58,66.33333333,66.47916667
FALSE,bass-electric,127,67,66.34791667,66.5625
FALSE,bass-electric,98,40,66.5,66.9375
FALSE,piano,119,54,66.5,66.65625
FALSE,piano,98,35,66.5,66.66666667
FALSE,piano,119,39,66.5,66.69166667
FALSE,piano,127,44,66.5,66.72291667
FALSE,piano,127,40,66.5,66.78125
FALSE,bass-electric,56,52,66.83333333,66.94791667
FALSE,bass-electric,68,60,66.83333333,66.95833333
FALSE,bass-electric,57,58,66.83333333,66.9625
TRUE,violin,107,67,67,67.16666667
TRUE,violin,107,64,67,67.16666667
TRUE,violin,127,60,67,67.16666667
FALSE,bass-electric,85,43,67,67.47916667
FALSE,piano,93,35,67,67.12916667
FALSE,bass-electric,127,67,67.01458333,67.19166667
FALSE,bass-electric,55,58,67.33333333,67.44791667
FALSE,bass-electric,59,60,67.33333333,67.44791667
FALSE,bass-electric,51,52,67.33333333,67.45833333
FALSE,bass-electric,89,40,67.5,67.99375
FALSE,piano,85,35,67.5,67.63541667
FALSE,piano,119,54,67.5,67.65625
FALSE,piano,119,39,67.5,67.66666667
FALSE,piano,127,44,67.5,67.67083333
FALSE,piano,119,40,67.5,67.68125
FALSE,bass-electric,64,60,67.83333333,67.95208333
FALSE,bass-electric,52,58,67.83333333,67.95833333
FALSE,bass-electric,56,52,67.83333333,67.97291667
TRUE,violin,127,60,68,68.16666667
TRUE,violin,113,67,68,68.16666667
TRUE,violin,119,64,68,68.16666667
FALSE,bass-electric,89,36,68,68.4375
FALSE,piano,89,35,68,68.14583333
FALSE,bass-electric,64,60,68.33333333,68.42083333
FALSE,bass-electric,62,52,68.33333333,68.43125
FALSE,bass-electric,55,58,68.33333333,68.43125
FALSE,bass-electric,93,40,68.5,68.97291667
FALSE,piano,89,35,68.5,68.62916667
FALSE,piano,113,54,68.5,68.64583333
FALSE,piano,127,44,68.5,68.65625
FALSE,piano,107,39,68.5,68.67708333
FALSE,piano,127,40,68.5,68.68125
TRUE,violin,107,64,68.83333333,69
TRUE,violin,107,67,68.83333333,69
TRUE,violin,127,60,68.83333333,69
FALSE,bass-electric,64,60,68.83333333,68.91041667
FALSE,bass-electric,56,58,68.83333333,68.92708333
FALSE,bass-electric,64,52,68.83333333,68.9375
FALSE,bass-electric,89,43,69,69.52083333
FALSE,piano,93,35,69,69.09791667
FALSE,bass-electric,76,60,69.33333333,69.44166667
FALSE,bass-electric,52,58,69.33333333,69.44791667
FALSE,bass-electric,56,52,69.33333333,69.45833333
FALSE,bass-electric,127,69,69.38541667,69.5875
FALSE,bass-electric,93,40,69.5,69.87916667
FALSE,piano,93,35,69.5,69.60416667
FALSE,piano,119,39,69.5,69.63958333
FALSE,piano,119,54,69.5,69.64583333
FALSE,piano,127,44,69.5,69.65625
FALSE,piano,127,40,69.5,69.65625
FALSE,bass-electric,127,70,69.81666667,70
FALSE,bass-electric,72,60,69.83333333,69.91666667
FALSE,bass-electric,80,52,69.83333333,69.92083333
FALSE,bass-electric,76,58,69.83333333,69.92708333
FALSE,bass-electric,89,31,70,70.4
FALSE,piano,89,35,70,70.10833333
FALSE,bass-electric,127,69,70.03541667,70.34375
FALSE,bass-electric,80,62,70.33333333,70.45833333
FALSE,bass-electric,57,53,70.33333333,70.4625
FALSE,bass-electric,76,59,70.33333333,70.46875
FALSE,bass-electric,127,67,70.34791667,70.74375
FALSE,bass-electric,102,35,70.5,70.94166667
FALSE,piano,80,35,70.5,70.59375
FALSE,piano,127,44,70.5,70.63958333
FALSE,piano,113,39,70.5,70.63958333
FALSE,piano,113,54,70.5,70.65625
FALSE,piano,127,40,70.5,70.67083333
FALSE,bass-electric,56,59,70.83333333,70.93125
FALSE,bass-electric,62,62,70.83333333,70.94791667
FALSE,bass-electric,51,53,70.83333333,70.94791667
TRUE,violin,98,67,71,71.16666667
TRUE,violin,119,59,71,71.16666667
TRUE,violin,107,62,71,71.16666667
FALSE,bass-electric,93,38,71,71.51041667
FALSE,piano,89,35,71,71.10833333
FALSE,bass-electric,56,59,71.33333333,71.45208333
FALSE,bass-electric,62,62,71.33333333,71.45833333
FALSE,bass-electric,47,53,71.33333333,71.47916667
FALSE,bass-electric,89,35,71.5,71.99375
FALSE,piano,127,44,71.5,71.61458333
FALSE,piano,89,35,71.5,71.61875
FALSE,piano,113,39,71.5,71.63958333
FALSE,piano,113,54,71.5,71.64583333
FALSE,piano,127,40,71.5,71.67708333
FALSE,bass-electric,57,59,71.83333333,71.94166667
FALSE,bass-electric,60,62,71.83333333,71.95208333
FALSE,bass-electric,50,53,71.83333333,71.95208333
FALSE,bass-electric,89,31,72,72.39583333
FALSE,piano,80,35,72,72.09791667
FALSE,bass-electric,62,59,72.33333333,72.44166667
FALSE,bass-electric,52,53,72.33333333,72.45833333
FALSE,bass-electric,64,62,72.33333333,72.45833333
TRUE,violin,107,62,72.5,72.66666667
TRUE,violin,113,59,72.5,72.66666667
TRUE,violin,98,67,72.5,72.66666667
FALSE,bass-electric,93,35,72.5,72.9625
FALSE,piano,76,35,72.5,72.60833333
FALSE,piano,127,44,72.5,72.62916667
FALSE,piano,119,39,72.5,72.63541667
FALSE,piano,107,54,72.5,72.65
FALSE,piano,127,40,72.5,72.67083333
TRUE,violin,93,59,72.66666667,72.83333333
TRUE,violin,119,62,72.66666667,72.83333333
TRUE,violin,107,67,72.66666667,72.83333333
TRUE,violin,62,67,72.83333333,73
TRUE,violin,107,59,72.83333333,73
TRUE,violin,93,62,72.83333333,73
FALSE,bass-electric,62,59,72.83333333,72.93125
FALSE,bass-electric,76,62,72.83333333,72.9375
FALSE,bass-electric,59,53,72.83333333,72.95208333
TRUE,violin,94,62,73,73.16666667
TRUE,violin,94,67,73,73.16666667
TRUE,violin,89,59,73,73.16666667
FALSE,bass-electric,93,38,73,73.51458333
FALSE,piano,93,35,73,73.10833333
FALSE,bass-electric,68,59,73.33333333,73.4375
FALSE,bass-electric,57,53,73.33333333,73.44166667
FALSE,bass-electric,76,62,73.33333333,73.44166667
FALSE,bass-electric,107,35,73.5,73.78125
FALSE,piano,93,35,73.5,73.61875
FALSE,piano,127,44,73.5,73.64583333
FALSE,piano,119,39,73.5,73.65
FALSE,piano,113,54,73.5,73.66041667
FALSE,piano,127,40,73.5,73.67083333
FALSE,bass-electric,127,72,73.79166667,74.4625
FALSE,bass-electric,52,59,73.83333333,73.89583333
FALSE,bass-electric,76,62,73.83333333,73.95208333
FALSE,bass-electric,59,53,73.83333333,73.9625
TRUE,violin,94,69,74,77.5
TRUE,violin,94,66,74,77.5
TRUE,violin,94,62,74,77.5
FALSE,bass-electric,93,38,74,74.50416667
FALSE,piano,89,35,74,74.13541667
FALSE,bass-electric,62,62,74.33333333,74.41041667
FALSE,bass-electric,76,60,74.33333333,74.46875
FALSE,bass-electric,60,54,74.33333333,74.47291667
FALSE,bass-electric,76,42,74.5,74.9375
FALSE,piano,89,35,74.5,74.62916667
FALSE,piano,127,44,74.5,74.63958333
FALSE,piano,127,40,74.5,74.65
FALSE,piano,113,39,74.5,74.65
FALSE,piano,113,54,74.5,74.65
FALSE,bass-electric,127,72,74.53541667,74.67083333
FALSE,bass-electric,51,62,74.83333333,74.91041667
FALSE,bass-electric,50,54,74.83333333,74.95833333
FALSE,bass-electric,62,60,74.83333333,74.97291667
FALSE,bass-electric,127,72,74.8375,74.94791667
FALSE,bass-electric,76,45,75,75.47916667
FALSE,piano,85,35,75,75.11458333
FALSE,bass-electric,127,72,75.03541667,75.17083333
FALSE,bass-electric,127,72,75.32708333,75.4375
FALSE,bass-electric,60,62,75.33333333,75.4375
FALSE,bass-electric,62,54,75.33333333,75.45208333
FALSE,bass-electric,76,60,75.33333333,75.45833333
FALSE,bass-electric,93,42,75.5,75.95833333
FALSE,piano,89,35,75.5,75.61875
FALSE,piano,113,54,75.5,75.65
FALSE,piano,127,44,75.5,75.65
FALSE,piano,113,39,75.5,75.66666667
FALSE,piano,119,40,75.5,75.6875
FALSE,bass-electric,127,72,75.51458333,75.64583333
FALSE,bass-electric,127,72,75.82708333,75.94166667
FALSE,bass-electric,53,62,75.83333333,75.92083333
FALSE,bass-electric,72,60,75.83333333,75.95208333
FALSE,bass-electric,56,54,75.83333333,75.95208333
FALSE,bass-electric,89,38,76,76.42083333
FALSE,piano,93,35,76,76.12916667
FALSE,bass-electric,127,74,76.01041667,76.2125
FALSE,bass-electric,127,74,76.31666667,76.56666667
FALSE,bass-electric,51,62,76.33333333,76.43125
FALSE,bass-electric,55,54,76.33333333,76.44791667
FALSE,bass-electric,72,60,76.33333333,76.45833333
FALSE,bass-electric,93,36,76.5,77.01041667
FALSE,piano,93,35,76.5,76.62916667
FALSE,piano,127,44,76.5,76.64583333
FALSE,piano,119,39,76.5,76.66041667
FALSE,piano,127,40,76.5,76.66666667
FALSE,piano,113,54,76.5,76.67083333
FALSE,bass-electric,127,72,76.50416667,76.69166667
FALSE,bass-electric,127,72,76.83333333,76.98958333
FALSE,bass-electric,57,62,76.83333333,76.94166667
FALSE,bass-electric,55,54,76.83333333,76.94791667
FALSE,bass-electric,68,60,76.83333333,76.96875
FALSE,bass-electric,93,35,77,77.4375
FALSE,piano,98,35,77,77.125
FALSE,bass-electric,127,70,77.03541667,77.44166667
FALSE,bass-electric,60,62,77.33333333,77.43125
FALSE,bass-electric,57,54,77.33333333,77.45208333
FALSE,bass-electric,76,60,77.33333333,77.45208333
FALSE,bass-electric,89,33,77.5,77.95833333
FALSE,piano,89,35,77.5,77.61875
FALSE,piano,127,44,77.5,77.63958333
FALSE,piano,127,40,77.5,77.65
FALSE,piano,113,54,77.5,77.66666667
FALSE,piano,113,39,77.5,77.67083333
FALSE,bass-electric,127,69,77.53541667,77.82708333
FALSE,bass-electric,64,62,77.83333333,77.93125
FALSE,bass-electric,76,60,77.83333333,77.95208333
FALSE,bass-electric,62,54,77.83333333,77.95208333
FALSE,bass-electric,127,67,77.8375,80.29166667
FALSE,bass-electric,107,31,78,78.42083333
FALSE,piano,93,35,78,78.10833333
FALSE,bass-electric,64,55,78.33333333,78.44791667
FALSE,bass-electric,53,50,78.33333333,78.45208333
FALSE,bass-electric,76,59,78.33333333,78.47291667
FALSE,bass-electric,93,35,78.5,78.90625
FALSE,piano,89,35,78.5,78.60833333
FALSE,piano,127,44,78.5,78.61875
FALSE,piano,127,40,78.5,78.64583333
FALSE,piano,113,39,78.5,78.65
FALSE,piano,107,54,78.5,78.65625
FALSE,bass-electric,56,55,78.83333333,78.9375
FALSE,bass-electric,45,50,78.83333333,78.94791667
FALSE,bass-electric,62,59,78.83333333,78.96875
TRUE,violin,119,59,79,79.33333333
TRUE,violin,113,62,79,79.33333333
TRUE,violin,102,67,79,79.33333333
FALSE,bass-electric,102,38,79,79.41666667
FALSE,piano,89,35,79,79.12916667
FALSE,bass-electric,57,55,79.33333333,79.42708333
FALSE,bass-electric,62,59,79.33333333,79.44791667
FALSE,bass-electric,50,50,79.33333333,79.45208333
FALSE,bass-electric,93,40,79.5,80
FALSE,piano,93,35,79.5,79.61458333
FALSE,piano,113,39,79.5,79.64583333
FALSE,piano,127,44,79.5,79.65
FALSE,piano,127,40,79.5,79.65
FALSE,piano,113,54,79.5,79.67708333
FALSE,bass-electric,62,55,79.83333333,79.93125
FALSE,bass-electric,72,59,79.83333333,79.93125
FALSE,bass-electric,60,50,79.83333333,79.9375
FALSE,bass-electric,89,43,80,80.40625
FALSE,piano,89,35,80,80.10416667
FALSE,bass-electric,57,59,80.33333333,80.42083333
FALSE,bass-electric,55,55,80.33333333,80.4375
FALSE,bass-electric,55,50,80.33333333,80.4375
TRUE,violin,98,67,80.5,80.66666667
TRUE,violin,119,62,80.5,80.66666667
TRUE,violin,119,59,80.5,80.66666667
FALSE,bass-electric,85,40,80.5,81.08333333
FALSE,piano,99,40,80.5,80.57708333
FALSE,piano,89,35,80.5,80.625
FALSE,piano,127,44,80.5,80.64583333
FALSE,piano,113,54,80.5,80.67083333
FALSE,piano,107,39,80.5,80.67083333
TRUE,violin,89,67,80.66666667,80.83333333
TRUE,violin,102,59,80.66666667,80.83333333
TRUE,violin,107,62,80.66666667,80.83333333
FALSE,piano,102,40,80.66666667,80.775
TRUE,violin,80,59,80.83333333,81
TRUE,violin,107,62,80.83333333,81
TRUE,violin,85,67,80.83333333,81
FALSE,bass-electric,57,50,80.83333333,80.93125
FALSE,bass-electric,62,59,80.83333333,80.93125
FALSE,bass-electric,60,55,80.83333333,80.9375
FALSE,piano,105,40,80.83333333,80.90625
TRUE,violin,98,67,81,81.16666667
TRUE,violin,107,62,81,81.16666667
TRUE,violin,93,59,81,81.16666667
FALSE,bass-electric,76,59,81,81.0875
FALSE,bass-electric,72,50,81,81.0875
FALSE,bass-electric,76,55,81,81.09375
FALSE,bass-electric,93,38,81,81.4375
FALSE,piano,108,40,81,81.09375
FALSE,piano,89,35,81,81.13958333
FALSE,piano,111,40,81.16666667,81.2125
FALSE,piano,114,40,81.33333333,81.4
FALSE,bass-electric,102,35,81.5,81.93125
FALSE,piano,117,40,81.5,81.60833333
FALSE,piano,127,44,81.5,81.625
FALSE,piano,89,35,81.5,81.62916667
FALSE,piano,113,39,81.5,81.64583333
FALSE,piano,107,54,81.5,81.65625
FALSE,piano,120,40,81.66666667,81.74375
FALSE,flute,127,98,81.83333333,82.91041667
FALSE,piano,124,40,81.83333333,81.91666667
FALSE,bass-electric,113,31,82,82.4625
FALSE,piano,98,35,82,82.14583333
FALSE,bass-electric,93,50,82.33333333,82.48333333
FALSE,bass-electric,76,55,82.33333333,82.49375
FALSE,bass-electric,89,59,82.33333333,82.50416667
FALSE,bass-electric,89,35,82.5,82.95208333
FALSE,piano,119,54,82.5,82.65625
FALSE,piano,98,35,82.5,82.66666667
FALSE,piano,119,39,82.5,82.69166667
FALSE,piano,127,44,82.5,82.72291667
FALSE,piano,127,40,82.5,82.78125
FALSE,bass-electric,62,50,82.83333333,82.94166667
FALSE,bass-electric,76,59,82.83333333,82.95833333
FALSE,bass-electric,64,55,82.83333333,82.95833333
FALSE,flute,127,101,83,83.5
FALSE,bass-electric,93,38,83,83.4625
FALSE,piano,93,35,83,83.12916667
FALSE,bass-electric,62,59,83.33333333,83.48958333
FALSE,bass-electric,60,55,83.33333333,83.48958333
FALSE,bass-electric,57,50,83.33333333,83.5
FALSE,flute,127,100,83.5,83.79166667
FALSE,bass-electric,85,40,83.5,84
FALSE,piano,85,35,83.5,83.63541667
FALSE,piano,119,54,83.5,83.65625
FALSE,piano,119,39,83.5,83.66666667
FALSE,piano,127,44,83.5,83.67083333
FALSE,piano,119,40,83.5,83.68125
FALSE,bass-electric,64,55,83.83333333,83.9625
FALSE,bass-electric,56,50,83.83333333,83.96875
FALSE,bass-electric,72,59,83.83333333,83.96875
FALSE,flute,127,98,83.83333333,84.23958333
FALSE,bass-electric,85,43,84,84.60833333
FALSE,piano,89,35,84,84.14583333
FALSE,bass-electric,59,50,84.33333333,84.46875
FALSE,bass-electric,60,55,84.33333333,84.46875
FALSE,bass-electric,68,59,84.33333333,84.47916667
FALSE,bass-electric,85,40,84.5,85.03541667
FALSE,piano,89,35,84.5,84.62916667
FALSE,piano,113,54,84.5,84.64583333
FALSE,piano,127,44,84.5,84.65625
FALSE,piano,107,39,84.5,84.67708333
FALSE,piano,127,40,84.5,84.68125
FALSE,bass-electric,56,50,84.83333333,84.9625
FALSE,bass-electric,68,55,84.83333333,84.97291667
FALSE,bass-electric,72,59,84.83333333,84.97916667
FALSE,bass-electric,76,38,85,85.52083333
FALSE,piano,93,35,85,85.09791667
FALSE,bass-electric,49,50,85.33333333,85.47291667
FALSE,bass-electric,52,55,85.33333333,85.47916667
FALSE,bass-electric,62,59,85.33333333,85.49375
FALSE,bass-electric,93,35,85.5,85.98958333
FALSE,piano,93,35,85.5,85.60416667
FALSE,piano,119,39,85.5,85.63958333
FALSE,piano,119,54,85.5,85.64583333
FALSE,piano,127,44,85.5,85.65625
FALSE,piano,127,40,85.5,85.65625
FALSE,bass-electric,53,50,85.83333333,85.96875
FALSE,bass-electric,60,55,85.83333333,85.97916667
FALSE,bass-electric,76,59,85.83333333,85.98958333
FALSE,flute,127,98,85.83333333,85.97916667
FALSE,flute,127,101,86,86.2125
FALSE,bass-electric,68,31,86,86.53125
FALSE,piano,89,35,86,86.10833333
FALSE,bass-electric,51,50,86.33333333,86.4375
FALSE,bass-electric,52,55,86.33333333,86.44166667
FALSE,bass-electric,57,59,86.33333333,86.45208333
FALSE,flute,127,101,86.33333333,86.48333333
FALSE,flute,127,100,86.5,86.66666667
FALSE,bass-electric,80,35,86.5,87.05208333
FALSE,piano,80,35,86.5,86.59375
FALSE,piano,127,44,86.5,86.63958333
FALSE,piano,113,39,86.5,86.63958333
FALSE,piano,113,54,86.5,86.65625
FALSE,piano,127,40,86.5,86.67083333
FALSE,bass-electric,55,50,86.83333333,86.94791667
FALSE,bass-electric,62,59,86.83333333,86.95208333
FALSE,bass-electric,56,55,86.83333333,86.95208333
FALSE,flute,127,100,86.83333333,86.91666667
FALSE,flute,127,98,87,87.32708333
FALSE,bass-electric,89,38,87,87.48333333
FALSE,piano,89,35,87,87.10833333
FALSE,bass-electric,56,50,87.33333333,87.4375
FALSE,bass-electric,60,55,87.33333333,87.44791667
FALSE,bass-electric,64,59,87.33333333,87.44791667
FALSE,flute,127,96,87.5,87.81666667
FALSE,bass-electric,76,40,87.5,88
FALSE,piano,127,44,87.5,87.61458333
FALSE,piano,89,35,87.5,87.61875
FALSE,piano,113,39,87.5,87.63958333
FALSE,piano,113,54,87.5,87.64583333
FALSE,piano,127,40,87.5,87.67708333
